Parent	Child	PanMAN_Diff	MAFFT_Diff	Expected_Mismatch_Count_After_Correction	Mismatch_Count_In_MA_Blocks	Mismatch_Count_In_Corrected_Blocks	All_Mismatch_Count
node_15980	B.US.2000.WITO_flC9.FJ496174	569	215	 215	 354	 0	 569
node_15986	B.US.2000.WITO_flH3.FJ496184	760	760	 760	 0	 0	 760
node_15973	node_15974	447	105	 105	 342	 0	 447
node_15974	B.US.2000.WITO_flA1.FJ496167	1944	458	 458	 1486	 0	 1944
node_15991	node_15996	697	362	 396	 306	 5	 697
node_15983	node_15987	498	488	 498	 0	 0	 498
node_15994	B.BE.2016.STAR09_TN_07.MZ041638	2457	253	 253	 2220	 16	 2457
node_15972	node_15977	354	354	 354	 0	 0	 354
node_15982	node_15983	117	117	 117	 0	 0	 117
node_15983	node_15984	2150	766	 793	 1410	 53	 2150
node_15972	node_15973	722	0	 0	 722	 0	 722
node_15994	node_15995	105	105	 105	 0	 0	 105
node_15975	node_15976	410	0	 0	 410	 0	 410
node_15969	B.US.2000.WITO_flD5.FJ496175	1461	855	 855	 606	 0	 1461
node_15995	B.BE.2021.STIPSEQ-MRC008-HG-MBJ-C09-Chr22-36444750.OQ596925	1646	857	 954	 716	 24	 1646
node_15989	node_15990	10	10	 10	 0	 0	 10
node_15970	node_15971	674	0	 0	 674	 0	 674
node_15998	B.BE.2021.STIPSEQ-MRC008-HG-MBJ-C08.OQ596924	887	478	 478	 410	 1	 887
node_15997	B.BE.2021.STIPSEQ-MRC008-HG-MCB-B07-Chr22-36444750.OQ596934	1584	598	 598	 986	 0	 1584
node_15992	node_15994	541	37	 36	 516	 11	 541
node_15992	node_15993	481	155	 156	 330	 5	 481
node_15985	B.US.2000.WITO_flE2.FJ496179	2858	753	 753	 2106	 1	 2858
node_15995	B.BE.2016.STAR09_TEM_28.MZ041636	389	152	 152	 252	 15	 389
node_15970	B.US.2000.WITO_flE1.FJ496176	1347	749	 749	 598	 0	 1347
node_15996	node_15997	531	33	 33	 498	 0	 531
node_15990	B.US.2014.2443.KX505419	2419	1413	 1478	 1008	 67	 2419
node_15993	B.BE.2016.STAR09_TTM_26.MZ041647	624	236	 235	 410	 21	 624
node_15988	B.PE.2007.502_1047_wg2.JF320225	2306	500	 500	 1806	 0	 2306
node_15989	B.PE.2007.502_1047_wg1.JF320227	1644	602	 602	 1045	 3	 1644
node_15997	B.BE.2021.STIPSEQ-MRC008-HG-MBJ-D02-Chr22-36444750.OQ596926	2052	598	 598	 1454	 0	 2052
node_15998	node_15999	27	27	 27	 0	 0	 27
node_15982	node_15991	426	163	 166	 264	 4	 426
node_15990	B.PE.2007.502_1047_wg5.JF320226	931	611	 611	 330	 10	 931
node_15986	B.PE.2007.502_1047_wg3.JF320216	3735	1590	 1705	 2162	 132	 3735
node_15988	B.PE.2007.502_1047_wg4.JF320198	499	499	 499	 0	 0	 499
node_15993	B.US.2012.N8261_FL_CON.KU901976	3250	1039	 1104	 2237	 91	 3250
node_15996	node_15998	685	14	 14	 672	 1	 685
node_15987	node_15988	510	100	 100	 410	 0	 510
node_16004	node_16005	264	0	 0	 264	 0	 264
node_16001	node_16006	229	229	 229	 0	 0	 229
node_15981	node_16000	442	425	 442	 0	 0	 442
node_16003	B.BE.2021.STIPSEQ-MRC008-HG-MBJ-D05.OQ596928	1699	389	 390	 1316	 7	 1699
node_15999	B.BE.2021.STIPSEQ-MRC008-HG-MCB-B08-KIF1B.OQ596935	1614	655	 655	 968	 9	 1614
node_16001	node_16002	1722	1153	 1332	 410	 20	 1722
node_16005	B.BE.2021.STIPSEQ-MRC008-HG-MBJ-D04-SCML4.OQ596927	773	99	 99	 674	 0	 773
node_16002	node_16004	418	92	 88	 330	 0	 418
node_16004	B.BE.2021.STIPSEQ-MRC008-HG-MBK-B04-SCML4.OQ596932	99	99	 99	 0	 0	 99
node_16003	B.BE.2021.STIPSEQ-MRC008-HG-MBJ-B07-RNF157.OQ596919	662	242	 242	 424	 4	 662
node_16002	node_16003	608	55	 55	 558	 5	 608
node_15999	B.BE.2021.STIPSEQ-MRC008-HG-MCB-D06-LOC100506047.OQ596938	2476	569	 569	 1926	 19	 2476
node_16000	node_16001	19	19	 19	 0	 0	 19
node_16006	node_16007	11	9	 11	 0	 0	 11
node_16005	B.BE.2021.STIPSEQ-MRC008-HG-MCB-B04-SCML4.OQ596933	2707	99	 99	 2608	 0	 2707
node_16007	B.BE.2014.AI.MN485979	3396	1645	 1777	 1708	 89	 3396
node_16006	node_16008	643	37	 45	 598	 0	 643
node_16007	B.US.2018.TSC_127V1_PL4_D13.MW062342	1575	796	 796	 822	 43	 1575
node_16008	B.US.2018.TSC_127V1_PL3_C2.MW062316	2435	1603	 911	 1524	 0	 2435
node_16009	B.US.2018.TSC_127V1_PL5_H4.MW062374	2471	1073	 1073	 1398	 0	 2471
node_16008	node_16009	249	249	 249	 0	 0	 249
node_16010	node_16011	134	134	 134	 0	 0	 134
node_16000	node_16010	391	391	 391	 0	 0	 391
node_16009	B.US.2018.TSC_127V1_PL5_C20.MW062369	1425	1015	 1015	 410	 0	 1425
node_16012	B.US.2019.TSC-127-V1-PL7-C12.OM207345	1500	116	 116	 1401	 17	 1500
node_16011	node_16012	11	11	 11	 0	 0	 11
node_16012	B.US.2018.TSC_127V1_PL3_K18.MW062330	2079	99	 99	 1980	 0	 2079
node_16013	B.US.2018.TSC_127V1_PL5_L4.MW062381	5	5	 5	 0	 0	 5
node_16011	node_16013	759	104	 104	 660	 5	 759
node_16013	node_16014	103	103	 103	 0	 0	 103
node_16015	node_16016	875	547	 547	 330	 2	 875
node_16014	B.US.2019.TSC-127-V3-PLX-X59.OM207495	3721	145	 495	 3276	 50	 3721
node_16010	node_16015	785	318	 318	 470	 3	 785
node_16014	B.US.2018.TSC_127V1_PL1_A14.MW062261	123	121	 123	 0	 0	 123
node_16017	B.US.2019.TSC-127-V3-PL10-D5.OM207391	856	550	 550	 306	 0	 856
node_16016	B.US.2019.TSC-127-V1-PL8-D16.OM207358	666	665	 666	 0	 0	 666
node_16016	B.US.2018.TSC_127V1_PL3_I15.MW062327	1309	639	 639	 674	 4	 1309
node_16015	node_16017	344	6	 6	 342	 4	 344
node_16022	node_16023	425	62	 61	 387	 23	 425
node_16023	node_16025	855	326	 326	 532	 3	 855
node_15941	node_16019	120	118	 120	 0	 0	 120
node_16020	node_16039	84	84	 84	 0	 0	 84
node_16034	B.US.2019.TSC-127-V3-PLX-X67.OM207500	1508	0	 0	 1508	 0	 1508
node_16031	node_16032	74	57	 74	 0	 0	 74
node_16018	B.US.2018.TSC_127V1_PL5_C13.MW063079	1056	313	 313	 752	 9	 1056
node_16024	B.US.2019.TSC-127-V1-PL10-H16.OM209714	598	190	 191	 410	 3	 598
node_16024	B.US.2018.TSC_127V1_PL4_H20.MW063077	1018	195	 195	 828	 5	 1018
node_16018	B.US.2019.TSC-127-V3-PL9-F5.OM207469	831	302	 325	 519	 13	 831
node_16028	B.US.2018.TSC_127V1_PL3_B6.MW063076	1245	505	 506	 740	 1	 1245
node_16021	node_16030	171	170	 171	 0	 0	 171
node_16034	B.US.2019.TSC-127-V3-PL9-H11.OM207472	1627	19	 19	 1627	 19	 1627
node_16017	node_16018	750	283	 283	 470	 3	 750
node_16028	node_16029	529	37	 37	 498	 6	 529
node_16029	B.US.2019.TSC-127-V3-PL8-O8.OM207461	1043	688	 689	 387	 33	 1043
node_16029	B.US.2019.TSC-127-V1-PL10-M16.OM209716	752	507	 507	 252	 7	 752
node_16019	node_16020	614	600	 614	 0	 0	 614
node_16025	B.US.2018.TSC_127V1_PL1_M13.MW063073	2339	704	 703	 1685	 49	 2339
node_16046	B.US.2019.TSC-127-V3-PL10-J16.OM209717	1538	607	 606	 946	 14	 1538
node_16048	B.US.2019.TSC-143-V2-PL2-N13.OM209075	1283	843	 983	 306	 6	 1283
node_16030	node_16031	27	27	 27	 0	 0	 27
node_16046	B.US.2018.TSC_127V1_PL1_G13.MW062276	679	377	 377	 306	 4	 679
node_16020	node_16021	355	353	 355	 0	 0	 355
node_16027	B.US.2018.TSC_127V1_PL1_P12.MW063074	467	167	 167	 305	 5	 467
node_16021	node_16022	30	30	 30	 0	 0	 30
node_16043	B.US.2019.TSC-127-V3-PLX-X27.OM207483	106	99	 106	 0	 0	 106
node_16047	B.US.2018.TSC_127V1_PL2_P3.MW062311	792	371	 371	 424	 3	 792
node_16023	node_16024	16	16	 16	 0	 0	 16
node_16031	node_16033	491	80	 81	 410	 0	 491
node_16030	node_16035	1699	137	 143	 1562	 6	 1699
node_16041	node_16043	1508	493	 493	 1022	 7	 1508
node_16047	node_16048	733	324	 324	 410	 1	 733
node_16039	node_16049	1131	1018	 1131	 0	 0	 1131
node_16045	node_16046	11	11	 11	 0	 0	 11
node_16035	node_16037	35	36	 35	 0	 0	 35
node_16045	node_16047	793	30	 30	 777	 14	 793
node_16050	node_16051	464	191	 214	 252	 2	 464
node_16041	node_16042	737	274	 272	 470	 5	 737
node_16025	B.US.2018.TSC_127V1_PL1_M10.MW063072	850	496	 496	 358	 4	 850
node_16044	B.US.2018.TSC_127V1_PL1_I24.MW063071	2728	96	 96	 2678	 46	 2728
node_16043	node_16044	49	48	 49	 0	 0	 49
node_16042	B.US.2018.TSC_127V1_PL1_E1.MW062272	585	336	 338	 255	 8	 585
node_16044	B.US.2018.TSC_127V1_PL4_K9.MW063078	397	134	 135	 264	 2	 397
node_16035	node_16036	476	156	 156	 320	 0	 476
node_16050	node_16052	885	249	 249	 636	 0	 885
node_16042	B.US.2019.TSC-127-V3-PLX-X66.OM207499	1193	362	 362	 844	 13	 1193
node_16022	node_16026	432	22	 22	 410	 0	 432
node_16036	B.US.2018.TSC_127V1_PL3_F16.MW062324	1951	47	 46	 1946	 41	 1951
node_16040	node_16045	603	197	 194	 410	 1	 603
node_16038	B.US.2018.TSC_127V1_PL2_K9.MW063075	1266	535	 536	 730	 0	 1266
node_16026	node_16028	332	332	 332	 0	 0	 332
node_16033	node_16034	111	111	 111	 0	 0	 111
node_16027	B.US.2019.TSC-127-V3-PL6-F19.OM207411	753	159	 160	 610	 17	 753
node_16036	B.US.2019.TSC-127-V3-PL7-L3.OM207435	952	304	 311	 711	 70	 952
node_16053	B.US.2019.TSC-143-V1-PL4-B3.OM208886	1246	676	 676	 570	 0	 1246
node_16039	node_16040	47	44	 47	 0	 0	 47
node_16037	node_16038	356	356	 356	 0	 0	 356
node_16032	B.US.2019.TSC-127-V1-PL10-H7.OM209715	1573	312	 366	 1246	 39	 1573
node_16057	B.US.2019.TSC-143-V2-PL4-H13.OM209153	1224	218	 218	 1006	 0	 1224
node_16054	node_16056	1010	210	 210	 800	 0	 1010
node_16037	B.US.2018.TSC_127V1_PL1_L15.MW062281	99	99	 99	 0	 0	 99
node_16038	B.US.2018.TSC_127V1_PL2_D22.MW062294	3231	441	 441	 2790	 0	 3231
node_16048	B.US.2019.TSC-127-V1-PL9-E13.OM207371	1290	265	 265	 1078	 53	 1290
node_16049	node_16050	1064	293	 293	 774	 3	 1064
node_16032	B.US.2018.TSC_127V1_PL2_M22.MW062307	1314	151	 151	 1174	 11	 1314
node_16052	node_16053	216	213	 216	 0	 0	 216
node_16053	B.US.2019.TSC-143-V1-PL4-B8.OM208887	3711	707	 707	 3004	 0	 3711
node_16049	node_16054	279	279	 279	 0	 0	 279
node_16040	node_16041	66	66	 66	 0	 0	 66
node_16056	node_16057	99	99	 99	 0	 0	 99
node_16052	B.US.2019.TSC-143-V2-PL3-B24.OM209976	845	843	 845	 0	 0	 845
node_16057	B.US.2019.TSC-143-V1-PL3-M23.OM208875	1121	203	 203	 918	 0	 1121
node_16026	node_16027	32	32	 32	 0	 0	 32
node_16033	B.US.2018.TSC_127V1_PL2_I23.MW062302	273	259	 273	 0	 0	 273
node_16051	B.US.2019.TSC-143-V1-PL3-J7.OM208874	1495	768	 768	 734	 7	 1495
node_16055	B.US.2019.TSC-143-V2-PL3-D5.OM209092	500	2	 2	 498	 0	 500
node_16055	B.US.2019.TSC-143-V2-PL2-O2.OM209077	636	66	 66	 570	 0	 636
node_16054	node_16055	783	531	 531	 252	 0	 783
node_16056	B.US.2019.TSC-143-V2-PL1-J18.OM209010	936	308	 308	 628	 0	 936
node_16051	B.US.2019.TSC-143-V2-PL4-B5.OM209134	1924	1188	 1533	 394	 3	 1924
node_16019	node_16058	899	454	 502	 410	 13	 899
node_16062	B.US.2019.TSC-143-V1-PL4-P11.OM208914	142	142	 142	 0	 0	 142
node_16058	node_16059	499	30	 29	 470	 0	 499
node_16061	node_16062	1586	656	 656	 930	 0	 1586
node_16060	node_16061	0	0	 0	 0	 0	 0
node_16059	node_16060	99	99	 99	 0	 0	 99
node_16062	B.US.2019.TSC-143-V2-PL4-O19.OM209178	527	117	 117	 410	 0	 527
node_16061	node_16063	1142	524	 524	 618	 0	 1142
node_16063	B.US.2019.TSC-143-V2-PL3-F1.OM209097	1438	252	 252	 1186	 0	 1438
node_16063	B.US.2019.TSC-143-V1-PL4-F6.OM208894	249	249	 249	 0	 0	 249
node_16060	node_16064	555	249	 249	 306	 0	 555
node_16064	node_16065	778	308	 308	 470	 0	 778
node_16064	node_16066	516	0	 0	 516	 0	 516
node_16065	B.US.2019.TSC-143-V1-PL5-E2.OM208935	717	219	 219	 498	 0	 717
node_16065	B.US.2019.TSC-143-V2-PL1-J9.OM209011	1328	216	 216	 1112	 0	 1328
node_16066	B.US.2019.TSC-143-V1-PL2-I15.OM208848	854	518	 518	 336	 0	 854
node_16067	B.US.2019.TSC-143-V2-PL5-B1.OM209190	1386	524	 524	 862	 0	 1386
node_16067	B.US.2019.TSC-143-V1-PL5-E23.OM208933	2813	547	 547	 2266	 0	 2813
node_16066	node_16067	0	0	 0	 0	 0	 0
node_16059	node_16068	0	0	 0	 0	 0	 0
node_16068	node_16069	249	249	 249	 0	 0	 249
node_16069	node_16070	253	1	 1	 252	 0	 253
node_16084	B.US.2019.TSC-143-V1-PL2-P15.OM208858	1664	486	 485	 1190	 11	 1664
node_16069	node_16071	740	0	 0	 740	 0	 740
node_16089	B.US.-.054809_D03.MT033883	1343	303	 303	 1044	 4	 1343
node_16071	B.US.2019.TSC-143-V2-PL3-J1.OM209107	426	426	 426	 0	 0	 426
node_16058	node_16077	534	282	 282	 252	 0	 534
node_16088	node_16089	285	33	 33	 252	 0	 285
node_16073	node_16075	857	527	 527	 330	 0	 857
node_16083	node_16084	60	52	 60	 0	 0	 60
node_16070	B.US.2019.TSC-143-V2-PL2-C15.OM209036	534	534	 534	 0	 0	 534
node_16080	B.US.2019.TSC-143-V2-PL1-G2.OM208997	7	7	 7	 0	 0	 7
node_16092	node_16093	543	65	 64	 498	 19	 543
node_16082	B.US.2019.TSC-143-V2-PL2-F15.OM209045	952	271	 617	 336	 1	 952
node_16081	B.US.2019.TSC-143-V1-PL4-E13.OM208891	1569	217	 215	 1354	 0	 1569
node_16079	node_16081	99	99	 99	 0	 0	 99
node_16097	node_16098	103	100	 103	 0	 0	 103
node_16083	node_16085	7	7	 7	 0	 0	 7
node_16070	B.US.2019.TSC-143-V2-PL5-I24.OM209219	1234	430	 430	 804	 0	 1234
node_16087	node_16088	1191	454	 454	 738	 1	 1191
node_16084	B.US.2019.TSC-143-V1-PL4-K9.OM209973	1890	522	 522	 1374	 6	 1890
node_16075	node_16076	0	0	 0	 0	 0	 0
node_16091	B.US.-.054809_E12.MT033344	2586	112	 114	 2522	 50	 2586
node_16078	node_16079	1339	444	 444	 896	 1	 1339
node_16074	B.US.2019.TSC-143-V1-PL5-J14.OM208955	1345	415	 419	 926	 0	 1345
node_16093	B.US.-.054804_H03.MT033258	659	395	 395	 264	 0	 659
node_16076	B.US.2019.TSC-143-V2-PL1-A7.OM208977	2692	348	 348	 2344	 0	 2692
node_16082	B.US.2019.TSC-143-V1-PL4-D23.OM208890	1398	222	 217	 1186	 5	 1398
node_16079	node_16080	1203	117	 117	 1086	 0	 1203
node_16106	node_16107	62	62	 62	 0	 0	 62
node_16078	node_16083	533	37	 37	 498	 2	 533
node_16091	B.US.-.054808_H10.MT033333	984	51	 53	 943	 12	 984
node_16094	node_16095	2	2	 2	 0	 0	 2
node_16076	B.US.2019.TSC-143-V2-PL1-A17.OM208974	1228	348	 348	 880	 0	 1228
node_16101	node_16102	385	377	 385	 0	 0	 385
node_16072	B.US.2019.TSC-143-V1-PL2-B24.OM208834	1226	428	 428	 798	 0	 1226
node_16085	B.US.2019.TSC-143-V2-PL2-G2.OM209975	915	492	 493	 424	 2	 915
node_16072	B.US.2019.TSC-143-V1-PL4-N12.OM208910	2783	399	 399	 2384	 0	 2783
node_16086	B.US.2019.TSC-143-V1-PL4-N24.OM209974	981	83	 83	 920	 22	 981
node_16085	node_16086	1293	491	 491	 804	 2	 1293
node_16087	node_16092	24	24	 24	 0	 0	 24
node_16075	B.US.2019.TSC-143-V2-PL5-H10.OM209217	360	360	 360	 0	 0	 360
node_16107	B.US.2016.9245_W0_2H11_S87.MK115363	2881	506	 506	 2420	 45	 2881
node_16068	node_16073	0	0	 0	 0	 0	 0
node_16096	node_16097	273	23	 23	 252	 2	 273
node_16074	B.US.2019.TSC-143-V1-PL5-H13.OM208946	428	428	 428	 0	 0	 428
node_16073	node_16074	1025	249	 249	 776	 0	 1025
node_16100	node_16101	181	175	 181	 0	 0	 181
node_16080	B.US.2019.TSC-143-V2-PL2-K3.OM209063	15	17	 15	 0	 0	 15
node_16104	node_16106	959	954	 959	 0	 0	 959
node_16086	B.US.2019.TSC-143-V1-PL2-D13.OM208836	418	166	 166	 252	 0	 418
node_15940	node_16096	129	131	 129	 0	 0	 129
node_16099	node_16108	566	101	 99	 470	 3	 566
node_16093	B.US.-.054807_C08.MT033301	1967	353	 353	 1614	 0	 1967
node_16108	node_16109	803	407	 407	 410	 14	 803
node_16094	B.PE.2007.502_0525_wg2.JF320195	713	461	 461	 252	 0	 713
node_16098	node_16099	703	85	 129	 582	 8	 703
node_16088	node_16090	120	118	 120	 0	 0	 120
node_16102	B.PE.2007.502_0525_wg1.JF320204	2363	764	 764	 1600	 1	 2363
node_16110	B.US.2016.9245_W0_1E19_S80.MK115356	1528	922	 979	 582	 33	 1528
node_16071	node_16072	0	0	 0	 0	 0	 0
node_16107	B.US.2016.9245_W0_3A24_S92.MK115367	1688	492	 492	 1232	 36	 1688
node_16105	B.PE.2007.FAM193.MN887109	2298	1847	 1853	 470	 25	 2298
node_16090	node_16091	59	59	 59	 0	 0	 59
node_16101	node_16103	336	315	 336	 0	 0	 336
node_16099	node_16100	99	100	 99	 0	 0	 99
node_16089	B.US.-.054806_B03.MT033882	1615	247	 248	 1418	 51	 1615
node_16092	node_16094	1239	860	 942	 306	 9	 1239
node_16106	B.US.2016.9245_W0_3L1_S1.MK115368	775	470	 470	 306	 1	 775
node_16103	B.PE.2007.SEC11A.MN887110	2687	1869	 1877	 834	 24	 2687
node_16081	node_16082	1125	45	 50	 1080	 5	 1125
node_16112	B.US.2016.9245_W0_2A22_S84.MK115360	948	77	 77	 878	 7	 948
node_16100	node_16104	91	92	 91	 0	 0	 91
node_16105	B.PE.2014.DEMB14PE008.MH078553	2071	1258	 1267	 846	 42	 2071
node_16077	node_16078	65	65	 65	 0	 0	 65
node_16102	B.PE.2007.502_0525_wg3.JF320213	1795	715	 715	 1080	 0	 1795
node_16109	node_16110	795	319	 327	 470	 2	 795
node_16077	node_16087	847	765	 847	 0	 0	 847
node_16090	B.US.-.054804_E05.MT033881	479	173	 176	 306	 3	 479
node_16109	node_16111	670	47	 49	 626	 5	 670
node_16111	node_16112	687	687	 687	 0	 0	 687
node_16104	node_16105	803	191	 193	 626	 16	 803
node_16111	B.US.2016.9245_W0_2P24_S91.MK115366	1840	711	 711	 1130	 1	 1840
node_16095	B.PE.2007.502_0525_wg4.JF320199	2283	519	 519	 1764	 0	 2283
node_16095	B.PE.2007.502_0525_wg5.JF320191	1209	537	 537	 673	 1	 1209
node_16110	B.US.2016.9245_W0_11P13_S24.MK115343	1176	482	 775	 410	 9	 1176
node_16103	B.PE.2007.DMTF1.MN887108	3429	1944	 1946	 1536	 53	 3429
node_16113	node_16114	288	292	 288	 0	 0	 288
node_16108	node_16113	99	97	 99	 0	 0	 99
node_16112	B.US.2016.9245_W0_8K14_S32.MK115376	50	50	 50	 0	 0	 50
node_16114	B.US.2016.9245_W0_8N15_S18.MK115377	765	767	 765	 0	 0	 765
node_16114	B.BE.2017.BV.MN486018	1042	989	 1042	 0	 0	 1042
node_16113	node_16115	336	132	 135	 204	 3	 336
node_16115	node_16116	179	182	 179	 0	 0	 179
node_16115	B.US.2003.CR0154X.FJ469701	1599	986	 979	 639	 19	 1599
node_16098	node_16117	313	305	 313	 0	 0	 313
node_16116	B.RU.2015.RU_ERS_546_2015.MZ427718	2467	1235	 1256	 1302	 91	 2467
node_16116	B.BG.2008.P_08_001.MH746266	1308	1074	 1119	 204	 15	 1308
node_16117	node_16118	317	310	 317	 0	 0	 317
node_16118	node_16119	1489	963	 1090	 410	 11	 1489
node_16119	node_16120	161	161	 161	 0	 0	 161
node_16120	B.RU.2015.RU_ERS_543_2015.MZ427719	1706	1108	 1461	 264	 19	 1706
node_16120	B.US.2017.UNC_404_PL5_P20.MW062859	1910	238	 240	 1811	 141	 1910
node_16121	B.US.2017.UNC_404_TEST_J12.MW063099	627	21	 21	 606	 0	 627
node_16122	B.US.2017.UNC_404_PL5_I12.MW062855	2575	373	 373	 2204	 2	 2575
node_16122	B.US.2017.UNC_404_PL6_M11.MW062863	692	440	 440	 252	 0	 692
node_16119	node_16121	1215	191	 197	 1018	 0	 1215
node_16121	node_16122	431	431	 431	 0	 0	 431
node_16123	node_16125	537	538	 537	 0	 0	 537
node_16123	node_16124	1580	308	 308	 1316	 44	 1580
node_16133	B.BE.2016.P5_G12_SNX29P1.MW881726	589	383	 383	 206	 0	 589
node_16124	B.AR.2010.DEMB10AR006.KY658684	1465	1365	 1465	 0	 0	 1465
node_16127	node_16128	440	203	 201	 252	 13	 440
node_16132	node_16133	0	0	 0	 0	 0	 0
node_16128	node_16130	459	41	 42	 424	 7	 459
node_16118	node_16123	316	312	 316	 0	 0	 316
node_16130	B.JP.2004.DR6175.AB480695	2440	1524	 1527	 968	 55	 2440
node_16125	node_16126	217	215	 217	 0	 0	 217
node_16135	B.BE.2016.P5_2016_CD4_15.MW881652	1105	301	 301	 804	 0	 1105
node_16124	B.US.2017.UNC_404_PL4_L6.MW062848	1657	1241	 1268	 420	 31	 1657
node_16134	B.BE.2016.P5_2016_CD4_7.MW881665	301	301	 301	 0	 0	 301
node_16134	node_16135	206	0	 0	 206	 0	 206
node_16131	B.US.2011.CP2.JN397363	700	157	 169	 548	 17	 700
node_16133	B.BE.2016.P5_2016_CD4_31.MW881660	817	301	 301	 516	 0	 817
node_16131	B.US.2011.ES38.JN397362	650	83	 85	 570	 5	 650
node_16126	B.ES.2006.X1958.EU786674	2252	910	 926	 1391	 65	 2252
node_16132	node_16134	908	0	 0	 908	 0	 908
node_16117	node_16127	110	105	 110	 0	 0	 110
node_16129	B.DO.2011.DEMB11DR001.KY658702	1820	1733	 1820	 0	 0	 1820
node_16126	B.US.2009.Pt11_JM_DNA_5.ON015289	2627	924	 942	 1784	 99	 2627
node_16129	B.JP.2004.DR6175.AB480694	2336	1487	 1491	 914	 69	 2336
node_16151	node_16153	738	434	 738	 0	 0	 738
node_16125	B.US.2007.07US_SAJ_C156.JF689879	1144	731	 734	 423	 13	 1144
node_16130	node_16131	1597	1579	 1597	 0	 0	 1597
node_16128	node_16129	343	44	 44	 306	 7	 343
node_16135	B.BE.2016.P5_G9_SNX29P1.MW881747	1481	383	 383	 1098	 0	 1481
node_16127	node_16132	712	447	 457	 264	 9	 712
node_16140	B.BE.2016.P5_G10_SNX29P1.MW881724	729	351	 351	 378	 0	 729
node_16156	node_16157	417	417	 417	 0	 0	 417
node_16097	node_16136	3	3	 3	 0	 0	 3
node_16157	node_16158	471	191	 191	 281	 1	 471
node_16137	node_16138	75	75	 75	 0	 0	 75
node_16139	node_16140	0	0	 0	 0	 0	 0
node_16145	B.BE.2020.P5_G20_Chr20_36045335.MW881735	1500	519	 538	 968	 6	 1500
node_16149	node_16150	2297	203	 548	 1768	 19	 2297
node_16136	node_16155	615	497	 615	 0	 0	 615
node_16138	node_16139	214	214	 214	 0	 0	 214
node_16161	node_16162	504	10	 6	 498	 0	 504
node_16144	node_16145	1473	523	 531	 993	 51	 1473
node_16157	node_16159	2	3	 2	 0	 0	 2
node_16145	B.BE.2020.STIPSEQ-MRC001-HG-MAA-B09-UBE2D3.OQ596882	1122	501	 501	 626	 5	 1122
node_16162	B.US.2016.5104_MOGPl1_K18.MT190802	2698	435	 434	 2264	 0	 2698
node_16160	B.US.2016.5104_SEB_NEGPl2_N8.MT190864	664	2	 2	 662	 0	 664
node_16150	B.BE.2020.P5_2020_CD4_4.MW881676	375	171	 171	 204	 0	 375
node_16136	node_16137	782	706	 782	 0	 0	 782
node_16143	B.BE.2016.P5_2016_CD4_30.MW881659	144	144	 144	 0	 0	 144
node_16144	B.BE.2016.P5_2016_CD4_38.MW881661	22	22	 22	 0	 0	 22
node_16140	B.BE.2016.P5_G3_SNX29P.MW881741	775	351	 351	 424	 0	 775
node_16149	B.BE.2017.02006.MN449476	1420	799	 799	 624	 3	 1420
node_16146	node_16151	309	308	 309	 0	 0	 309
node_16159	B.US.2016.5104_wk-2_2_I5.MT190915	11	11	 11	 0	 0	 11
node_16141	B.BE.2016.P5_G11_SNX29P1.MW881725	1715	663	 663	 1052	 0	 1715
node_16150	B.BE.2017.02006_cen.MN449474	1947	767	 767	 1180	 0	 1947
node_16164	B.US.2019.5104-WK27-1-L23.OM209379	3161	616	 615	 2546	 0	 3161
node_16153	node_16154	219	221	 219	 0	 0	 219
node_16147	node_16148	765	149	 150	 626	 11	 765
node_16137	node_16146	74	64	 74	 0	 0	 74
node_16148	B.BE.2016.P5_G4_NUP54.MW881742	1616	122	 122	 1505	 11	 1616
node_16160	B.US.2016.5104_MOGPl2_O9.MT190816	1779	25	 25	 1770	 16	 1779
node_16158	B.US.2016.5104_wk-2_2_G20.MT190907	485	188	 188	 306	 9	 485
node_16139	node_16141	312	312	 312	 0	 0	 312
node_16148	B.BE.2016.P5_G7_NUP54.MW881745	795	119	 119	 676	 0	 795
node_16151	node_16152	438	186	 191	 252	 5	 438
node_16158	B.US.2011.CP13-2.KF384800	4858	1861	 1966	 3064	 172	 4858
node_16155	node_16156	252	252	 252	 0	 0	 252
node_16161	node_16163	264	0	 0	 264	 0	 264
node_16163	node_16164	180	180	 180	 0	 0	 180
node_16152	B.BE.2016.P5_G5_KANSL2.MW881743	744	80	 77	 674	 7	 744
node_16165	node_16166	428	428	 428	 0	 0	 428
node_16159	node_16160	10	10	 10	 0	 0	 10
node_16141	B.BE.2016.P5_G8_SNX29P1.MW881746	1349	663	 663	 686	 0	 1349
node_16142	node_16144	111	111	 111	 0	 0	 111
node_16162	B.US.2016.5104_GAG_NEG_K24.MT190785	1295	462	 461	 834	 0	 1295
node_16152	B.BE.2017.02006_chr10_sc.MN449475	2639	932	 1073	 1662	 96	 2639
node_16153	B.US.2002.F762P.FJ469735	485	462	 485	 0	 0	 485
node_16167	B.US.2019.5104-WK27-1-D11.OM209366	1	1	 1	 0	 0	 1
node_16142	node_16143	11	11	 11	 0	 0	 11
node_16138	node_16142	725	357	 357	 393	 25	 725
node_16154	B.BO.1999.BOL0122.AY037270	431	434	 431	 0	 0	 431
node_16154	B.GB.2014.13659_1_69.3.MF109456	2014	753	 1001	 1078	 65	 2014
node_16167	B.US.2016.5104_wk-2_1_K23.MT190884	1438	4	 4	 1434	 0	 1438
