Parent	Child	PanMAN_Diff	MAFFT_Diff	Difference
node_3047	MW160762.1	32	32	0
node_3044	node_3048	29	29	0
node_3047	OM256491.1	81	81	0
node_3048	node_3049	0	0	0
node_3049	OM256492.1	21	21	0
node_3049	OM256490.1	35	35	0
node_3048	node_3050	15	15	0
node_3051	node_3052	115	115	0
node_3050	OM256488.1	13	13	0
node_3036	node_3051	0	0	0
node_3050	OM256489.1	23	23	0
node_3052	node_3053	5	5	0
node_3053	node_3054	18	18	0
node_3054	MZ515551.1	210	210	0
node_3053	node_3055	0	0	0
node_3052	node_3056	0	0	0
node_3055	MZ515616.1	10	10	0
node_3056	node_3057	0	0	0
node_3054	MZ515875.1	3231	3005	226
node_3055	MZ515906.1	1680	1129	551
node_3057	MZ516118.1	12	12	0
node_3057	MZ516134.1	3	2	1
node_3056	node_3058	0	0	0
node_3058	MZ515884.1	368	2	366
node_3051	node_3059	15	15	0
node_3058	MZ515592.1	1	1	0
node_3059	node_3060	2	2	0
node_3061	MZ515780.1	827	307	520
node_3060	node_3061	543	180	363
node_3061	MN071218.1	238	230	8
node_3060	node_3062	33	33	0
node_3062	KX765898.1	4	4	0
node_3062	KX765886.1	0	0	0
node_3059	node_3063	15	11	4
node_3063	node_3064	0	0	0
node_3064	KU950631.1	23	23	0
node_3063	node_3065	0	0	0
node_3065	KU950615.1	15	15	0
node_3064	KX765977.1	21	21	0
node_3065	KC731482.1	14	10	4
node_3004	node_3066	644	302	342
node_3067	node_3068	2	2	0
node_3066	node_3067	8	8	0
node_3068	node_3069	219	219	0
node_3069	node_3070	131	89	42
node_3070	MH181993.1	676	75	601
node_3070	node_3071	109	109	0
node_3071	MH181914.1	11	11	0
node_3069	node_3072	1	1	0
node_3071	KX655640.1	39	38	1
node_3073	MN078119.1	851	225	626
node_3072	node_3073	89	89	0
node_3073	KX655644.1	10	10	0
node_3074	MK749895.1	3	3	0
node_3074	MK749909.1	264	4	260
node_3072	node_3074	110	110	0
node_3068	node_3075	2	2	0
node_3076	node_3077	0	0	0
node_3075	node_3076	32	32	0
node_3077	MZ515942.1	0	0	0
node_3076	node_3078	0	0	0
node_3077	MZ516131.1	764	723	41
node_3078	MZ515668.1	0	0	0
node_3078	MZ516086.1	51	49	2
node_3075	node_3079	1	1	0
node_3079	node_3080	1	1	0
node_3080	MZ516017.1	24	22	2
node_3080	MZ516039.1	47	35	12
node_3081	MZ516100.1	34	30	4
node_3081	OK500256.1	48	47	1
node_3067	node_3082	1	1	0
node_3079	node_3081	3	3	0
node_3082	node_3083	4	4	0
node_3083	node_3084	1	1	0
node_3085	MZ515693.1	404	35	369
node_3084	node_3085	7	7	0
node_3085	MN306029.1	107	107	0
node_3083	node_3087	27	27	0
node_3084	node_3086	15	15	0
node_3086	MZ516027.1	22	22	0
node_3086	MZ515854.1	19	19	0
node_3087	node_3088	0	0	0
node_3088	MZ515964.1	1	1	0
node_3088	MZ515954.1	0	0	0
node_3087	node_3089	0	0	0
node_3089	MZ516063.1	0	0	0
node_3090	node_3091	0	0	0
node_3089	MZ516067.1	0	0	0
node_3091	node_3092	0	0	0
node_3082	node_3090	17	17	0
node_3092	MZ515617.1	48	48	0
node_3092	MZ515795.1	175	174	1
node_3091	node_3093	0	0	0
node_3093	MZ515882.1	3	3	0
node_3090	node_3094	0	0	0
node_3094	node_3095	0	0	0
node_3093	MZ516138.1	3870	3321	549
node_3096	MZ516096.1	91	89	2
node_3096	MN306048.1	455	91	364
node_3094	node_3096	0	0	0
node_3095	MZ516005.1	248	248	0
node_3095	MZ515752.1	6	5	1
node_3097	node_3098	73	3	70
node_3066	node_3097	8	8	0
node_3098	node_3099	0	0	0
node_3099	node_3100	127	127	0
node_3100	node_3101	27	27	0
node_3101	MZ515647.1	492	126	366
node_3100	node_3102	123	51	72
node_3101	MZ516001.1	4137	3328	809
node_3102	MZ515867.1	276	276	0
node_3099	node_3103	1	1	0
node_3102	MZ516124.1	2486	2470	16
node_3103	node_3104	0	0	0
node_3104	MZ515626.1	466	99	367
node_3104	MZ516112.1	39	39	0
node_3106	node_3107	33	30	3
node_3105	ON152648.1	58	58	0
node_3105	MZ515642.1	2437	2171	266
node_3103	node_3105	28	28	0
node_3098	node_3106	0	0	0
node_3107	node_3108	171	171	0
node_3108	MZ515760.1	40	35	5
node_3108	MZ515676.1	747	747	0
node_3107	node_3109	0	0	0
node_3109	MZ515692.1	0	0	0
node_3106	node_3110	18	18	0
node_3109	MZ516111.1	0	0	0
node_3111	MZ515632.1	3	3	0
node_3111	MZ515828.1	9	9	0
node_3110	node_3111	0	0	0
node_3110	node_3112	0	0	0
node_3112	MZ516110.1	7	7	0
node_3112	MZ515722.1	1583	957	626
node_3097	node_3113	3	3	0
node_3113	node_3114	28	28	0
node_3114	node_3115	0	0	0
node_3116	MZ515731.1	55	55	0
node_3115	node_3117	0	0	0
node_3117	MZ515923.1	6	6	0
node_3115	node_3116	0	0	0
node_3116	MZ515910.1	5	5	0
node_3114	node_3118	0	0	0
node_3117	MZ515679.1	5	5	0
node_3118	node_3119	2	2	0
node_3119	MZ515928.1	4	4	0
node_3119	MZ515723.1	6	6	0
node_3118	node_3120	7	7	0
node_3120	MZ516128.1	271	271	0
node_3120	MZ515555.1	0	0	0
node_3121	node_3122	28	26	2
node_3113	node_3121	943	317	626
node_3122	node_3123	0	0	0
node_3123	MZ151853.1	77	76	1
node_3123	MT422270.1	265	5	260
node_3122	node_3124	0	0	0
node_3124	MT422269.1	37	37	0
node_3124	MZ151852.1	369	3	366
node_3121	node_3125	39	39	0
node_3126	MT422273.1	7	7	0
node_3125	node_3126	0	0	0
node_3126	MT422272.1	0	0	0
node_3125	node_3127	0	0	0
node_3127	MT422271.1	0	0	0
node_3127	MN306045.1	918	297	621
node_3003	node_3128	460	245	215
node_3128	node_3129	19	17	2
node_3129	node_3130	16	16	0
node_3130	node_3131	87	87	0
node_3131	node_3132	166	166	0
node_3134	MZ516023.1	17	17	0
node_3132	node_3133	0	0	0
node_3133	node_3134	17	15	2
node_3133	MN306017.1	11	11	0
node_3134	MZ515662.1	330	330	0
node_3132	node_3135	17	17	0
node_3135	node_3136	17	15	2
node_3136	MZ515993.1	366	0	366
node_3136	MZ515666.1	1	1	0
node_3137	MN630090.1	198	198	0
node_3131	node_3138	7	7	0
node_3137	MZ515619.1	33	33	0
node_3135	node_3137	6	6	0
node_3138	node_3139	51	51	0
node_3139	node_3140	4	4	0
node_3140	MN630088.1	14	16	-2
node_3140	MN630106.1	30	30	0
node_3139	node_3141	57	60	-3
node_3141	MN630096.1	714	103	611
node_3138	node_3142	368	2	366
node_3142	node_3143	125	125	0
node_3143	KY654517.1	375	9	366
node_3143	KY654515.1	8	8	0
node_3141	MN630104.1	5	5	0
node_3142	node_3144	267	263	4
node_3144	MH760630.1	0	0	0
node_3144	MH760631.1	3	3	0
node_3130	node_3145	0	0	0
node_3145	node_3146	592	230	362
node_3146	node_3147	73	73	0
node_3147	node_3148	9	9	0
node_3148	MH760616.1	0	0	0
node_3148	MH760614.1	2	2	0
node_3147	node_3149	0	0	0
node_3149	MH760634.1	374	9	365
node_3149	MH760632.1	38	38	0
node_3146	node_3150	2	2	0
node_3150	node_3151	8	8	0
node_3151	MH760591.1	93	93	0
node_3152	MW160746.1	190	190	0
node_3151	MW160756.1	571	210	361
node_3152	MW160766.1	481	259	222
node_3145	node_3153	21	21	0
node_3150	node_3152	81	78	3
node_3153	node_3154	0	0	0
node_3154	node_3155	58	58	0
node_3155	MW160747.1	26	23	3
node_3155	MH760608.1	648	283	365
node_3154	node_3156	49	45	4
node_3156	MW160797.1	6	6	0
node_3153	node_3157	0	0	0
node_3156	MW160799.1	373	8	365
node_3157	node_3158	49	45	4
node_3158	MW160754.1	7	7	0
node_3157	node_3159	23	21	2
node_3158	MW160758.1	9	9	0
node_3159	MW160753.1	25	25	0
node_3159	MH760646.1	271	271	0
node_3129	node_3160	9	9	0
node_3160	node_3161	18	19	-1
node_3161	node_3162	17	1	16
node_3163	KJ672471.1	74	73	1
node_3163	node_3164	84	85	-1
node_3162	node_3163	43	43	0
node_3164	MH447956.1	7	7	0
node_3164	MH447955.1	6	6	0
node_3162	node_3165	602	236	366
node_3165	node_3166	94	94	0
node_3166	MN536997.1	17	15	2
node_3166	MN535098.1	128	128	0
node_3165	node_3167	3	4	-1
node_3167	MN078107.1	673	305	368
node_3161	node_3168	9	9	0
node_3167	MN071219.1	11	11	0
node_3168	node_3169	210	210	0
node_3169	node_3170	106	106	0
node_3170	MN536999.1	502	137	365
node_3170	MN536998.1	106	106	0
node_3171	MN071216.1	496	132	364
node_3172	node_3173	0	0	0
node_3169	node_3171	0	0	0
node_3168	node_3172	38	38	0
node_3173	MW160783.1	2	2	0
node_3171	MW160778.1	86	85	1
node_3173	MW160771.1	15	15	0
node_3172	node_3174	0	0	0
node_3174	MW160768.1	3	3	0
node_3160	node_3175	34	34	0
node_3174	MH760612.1	689	328	361
node_3175	node_3176	1	1	0
node_3176	node_3177	4	4	0
node_3177	node_3178	12	12	0
node_3178	MH760642.1	665	300	365
node_3178	MW582528.1	40	40	0
node_3179	MH760636.1	347	343	4
node_3177	node_3179	0	0	0
node_3179	MH828493.1	40	40	0
node_3176	node_3180	34	34	0
node_3181	KU950651.1	19	17	2
node_3180	node_3181	16	16	0
node_3181	KJ672472.1	46	46	0
node_3182	MW160764.1	8	8	0
node_3175	node_3183	130	64	66
node_3182	MW160779.1	11	11	0
node_3180	node_3182	84	84	0
node_3183	node_3184	20	6	14
node_3184	node_3185	6	6	0
node_3185	MW160782.1	646	289	357
node_3185	MZ515681.1	35	33	2
node_3184	node_3186	41	41	0
node_3186	MZ515655.1	0	0	0
node_3186	MZ515888.1	339	339	0
node_3187	node_3188	23	23	0
node_3183	node_3187	1	1	0
node_3188	MZ515690.1	42	42	0
node_3188	MN630103.1	460	460	0
node_3187	node_3189	15	15	0
node_3189	MH828494.1	19	19	0
node_3128	node_3190	10	10	0
node_3189	KX765974.1	107	103	4
node_3190	node_3191	20	0	20
node_3192	node_3193	20	20	0
node_3193	node_3194	0	0	0
node_3191	node_3192	39	5	34
node_3194	node_3195	0	0	0
node_3194	KX765954.1	57	57	0
node_3195	KX765919.1	0	0	0
node_3195	KX765904.1	2	2	0
node_3193	node_3196	2	2	0
node_3196	node_3197	0	0	0
node_3197	KX765972.1	0	0	0
node_3197	KX765971.1	2	2	0
node_3196	node_3198	0	0	0
node_3198	KX765939.1	10	10	0
node_3198	KX765940.1	4	4	0
node_3192	node_3199	0	0	0
node_3200	node_3201	34	34	0
node_3199	node_3200	5	1	4
node_3201	KX765944.1	5	5	0
node_3201	KX765916.1	367	2	365
node_3202	MN630093.1	709	19	690
node_3200	node_3202	100	100	0
node_3203	node_3204	1	1	0
node_3202	MN630099.1	1	1	0
node_3204	MN630089.1	1053	290	763
node_3199	node_3203	636	271	365
node_3204	MN536996.1	83	83	0
node_3203	node_3205	3	3	0
node_3205	MN071213.1	77	68	9
node_3191	node_3206	416	0	416
node_3205	MN078106.1	157	157	0
node_3206	node_3207	234	153	81
node_3207	node_3208	1	1	0
node_3208	node_3209	0	0	0
node_3209	MH760622.1	171	171	0
node_3208	node_3210	0	0	0
node_3209	MG813984.1	16	16	0
node_3210	MG813985.1	16	16	0
node_3210	MG813980.1	6	3	3
node_3207	node_3211	5	2	3
node_3212	MG813981.1	0	0	0
node_3211	node_3212	0	0	0
node_3212	OK649681.1	514	149	365
node_3211	node_3213	0	0	0
node_3213	MN078105.1	111	107	4
node_3213	MG813983.1	3	3	0
node_3206	node_3214	52	52	0
node_3214	node_3215	366	0	366
node_3215	node_3216	219	219	0
node_3216	KU950666.1	38	37	1
node_3216	MH760647.1	502	134	368
node_3215	node_3217	0	0	0
node_3217	MH828492.1	28	28	0
node_3217	MH828491.1	24	24	0
node_3214	node_3218	0	0	0
node_3218	node_3219	2	2	0
node_3219	JX627336.1	18	18	0
node_3218	node_3220	41	41	0
node_3219	MH828501.1	396	30	366
node_3220	MZ515629.1	88	88	0
node_3190	node_3221	17	17	0
node_3222	node_3223	5	5	0
node_3221	node_3222	33	1	32
node_3223	node_3224	106	100	6
node_3220	MZ515556.1	4167	3705	462
node_3224	node_3225	0	0	0
node_3225	MZ515620.1	1	1	0
node_3225	MZ516055.1	1	1	0
node_3224	node_3226	1	1	0
node_3227	node_3228	0	0	0
node_3226	MZ515659.1	317	317	0
node_3226	MN310477.1	399	392	7
node_3223	node_3227	29	29	0
node_3228	MW160828.1	74	74	0
node_3227	node_3229	238	238	0
node_3228	MZ515967.1	138	138	0
node_3229	MN071217.1	450	87	363
node_3222	node_3230	235	235	0
node_3229	MH760621.1	102	102	0
node_3230	node_3231	7	7	0
node_3231	node_3232	228	228	0
node_3232	MH828502.1	177	177	0
node_3232	MG839543.1	73	73	0
node_3231	node_3233	7	7	0
node_3233	MZ515634.1	356	356	0
node_3230	node_3234	22	23	-1
node_3233	MN071222.1	1161	1151	10
node_3234	node_3235	69	78	-9
node_3234	node_3236	33	33	0
node_3221	node_3237	401	5	396
node_3235	MN078120.1	507	518	-11
node_3236	MN078108.1	270	264	6
node_3238	node_3239	33	23	10
node_3237	node_3238	135	34	101
node_3235	MN536995.1	1888	1246	642
node_3236	MZ515816.1	4032	3612	420
node_3239	node_3240	17	17	0
node_3240	MN630098.1	553	191	362
node_3240	KU950523.1	37	37	0
node_3239	node_3241	577	130	447
node_3241	MZ515650.1	6	6	0
node_3238	node_3242	163	163	0
node_3242	node_3243	37	37	0
node_3243	MN536990.1	233	230	3
node_3241	MZ515702.1	5350	4196	1154
node_3242	node_3244	185	185	0
node_3243	KX765941.1	176	175	1
node_3244	KJ627740.1	2055	1574	481
node_3244	MG813982.1	248	245	3
node_3237	node_3245	34	32	2
node_3245	node_3246	6	6	0
node_3246	node_3247	2	2	0
node_3247	MZ515842.1	83	74	9
node_3246	node_3248	1	1	0
node_3247	KT285064.1	59	59	0
node_3248	MZ516057.1	429	60	369
node_3245	node_3249	30	30	0
node_3248	MH828495.1	52	52	0
node_3250	MH828496.1	12	12	0
node_3249	node_3250	2	2	0
node_3250	KX765970.1	66	64	2
node_3249	node_3251	2	2	0
node_3251	MZ515922.1	132	131	1
node_3002	node_3252	239	87	152
node_3251	MH760648.1	346	344	2
node_3253	node_3254	137	133	4
node_3252	node_3253	751	143	608
node_3254	node_3255	5	5	0
node_3255	node_3256	177	120	57
node_3257	node_3258	0	0	0
node_3258	node_3259	2	2	0
node_3258	MZ515819.1	0	0	0
node_3256	node_3257	175	5	170
node_3259	MZ516092.1	0	0	0
node_3257	node_3260	0	0	0
node_3259	MZ515927.1	0	0	0
node_3260	node_3261	0	0	0
node_3261	MZ515853.1	0	0	0
node_3260	node_3262	0	0	0
node_3261	MZ515739.1	5139	3959	1180
node_3262	MZ515891.1	2	2	0
node_3262	MZ515897.1	360	359	1
node_3264	node_3265	0	0	0
node_3256	node_3263	1	1	0
node_3263	node_3264	0	0	0
node_3265	MZ515861.1	41	41	0
node_3265	MZ515600.1	3	3	0
node_3264	node_3266	0	0	0
node_3266	MZ515959.1	3	3	0
node_3266	MZ515870.1	1	1	0
node_3263	node_3267	8	8	0
node_3268	MZ516046.1	419	164	255
node_3267	node_3269	0	0	0
node_3267	node_3268	94	94	0
node_3268	MZ515621.1	949	826	123
node_3269	MZ516076.1	9	4	5
node_3269	MZ515980.1	63	63	0
node_3271	node_3272	0	0	0
node_3255	node_3270	73	55	18
node_3270	node_3271	24	19	5
node_3272	node_3273	156	153	3
node_3273	MZ515593.1	136	135	1
node_3273	MK749884.1	204	204	0
node_3271	node_3275	0	0	0
node_3272	node_3274	0	0	0
node_3274	MZ515804.1	3	3	0
node_3274	MZ515781.1	0	0	0
node_3276	MZ515962.1	366	0	366
node_3275	node_3276	0	0	0
node_3276	MZ515851.1	4	4	0
node_3275	node_3277	0	0	0
node_3277	MZ515735.1	3	3	0
node_3270	node_3278	4	4	0
node_3279	node_3280	10	10	0
node_3278	node_3279	68	0	68
node_3277	MZ515633.1	0	0	0
node_3280	MZ516026.1	11	11	0
node_3280	MZ515797.1	44	41	3
node_3279	node_3281	4	2	2
node_3278	node_3282	0	0	0
node_3281	MZ515920.1	5028	3902	1126
node_3281	MZ515902.1	1	1	0
node_3282	node_3283	9	9	0
node_3283	MZ515588.1	1	1	0
node_3283	MZ516036.1	1406	1389	17
node_3284	MZ515609.1	1	1	0
node_3282	node_3284	0	0	0
node_3284	MZ515887.1	10	10	0
node_3285	node_3286	158	24	134
node_3254	node_3285	0	0	0
node_3286	node_3287	38	38	0
node_3287	node_3288	58	2	56
node_3288	MZ515956.1	3	3	0
node_3288	node_3289	269	269	0
node_3289	MZ515796.1	159	159	0
node_3289	MZ516091.1	3404	2982	422
node_3290	node_3291	12	12	0
node_3287	node_3290	8	8	0
node_3291	MZ515810.1	3466	2930	536
node_3291	MZ516052.1	0	0	0
node_3290	node_3292	0	0	0
node_3292	MZ516044.1	7	7	0
node_3292	MZ515575.1	84	84	0
node_3295	MZ515921.1	10	10	0
node_3296	MZ515569.1	378	9	369
node_3286	node_3293	35	32	3
node_3294	node_3296	13	0	13
node_3294	node_3295	0	0	0
node_3293	node_3294	0	0	0
node_3295	MZ516028.1	19	15	4
node_3296	MZ515999.1	82	82	0
node_3293	node_3297	79	79	0
node_3297	node_3298	40	0	40
node_3298	MZ515909.1	78	78	0
node_3299	MZ515822.1	1353	1349	4
node_3297	node_3299	5	5	0
node_3298	MZ515876.1	2801	2436	365
node_3299	MZ516085.1	610	244	366
node_3285	node_3300	64	4	60
node_3301	node_3302	26	27	-1
node_3300	node_3301	0	0	0
node_3302	node_3303	41	42	-1
node_3303	MZ516010.1	416	50	366
node_3303	MZ515850.1	3	3	0
node_3301	node_3305	2	2	0
node_3304	MH760617.1	201	201	0
node_3302	node_3304	129	129	0
node_3304	MW160769.1	562	198	364
node_3305	node_3306	2	2	0
node_3306	LR699737.1	60	60	0
node_3306	MZ516129.1	67	64	3
node_3307	MW160825.1	37	37	0
node_3307	MW160749.1	51	31	20
node_3300	node_3308	6	6	0
node_3305	node_3307	55	55	0
node_3308	node_3309	34	30	4
node_3309	node_3310	29	29	0
node_3310	MZ515968.1	2424	1605	819
node_3310	MN306021.1	214	214	0
node_3309	node_3311	22	22	0
node_3311	KU950540.1	8	8	0
node_3311	MN071215.1	310	310	0
node_3308	node_3312	50	50	0
node_3312	node_3313	0	0	0
node_3313	MZ515835.1	14	14	0
node_3314	MZ515572.1	64	64	0
node_3313	MH760635.1	384	378	6
node_3312	node_3314	2	2	0
node_3253	node_3315	72	68	4
node_3314	MZ515841.1	24	24	0
node_3315	node_3316	0	0	0
node_3316	node_3317	170	36	134
node_3318	node_3319	7	7	0
node_3319	MZ515833.1	3	3	0
node_3317	node_3318	75	75	0
node_3318	node_3321	0	0	0
node_3320	MZ516072.1	11	11	0
node_3320	MZ516048.1	941	941	0
node_3319	node_3320	1	1	0
node_3321	node_3322	0	0	0
node_3322	MZ515740.1	19	15	4
node_3322	MZ516053.1	380	16	364
node_3321	node_3323	15	15	0
node_3323	MZ515703.1	384	19	365
node_3323	MZ515985.1	38	34	4
node_3324	node_3325	15	15	0
node_3317	node_3324	20	20	0
node_3326	MW160807.1	25	18	7
node_3325	node_3326	36	36	0
node_3326	MW160787.1	15	13	2
node_3325	node_3327	66	65	1
node_3327	MZ515695.1	0	0	0
node_3327	MZ515559.1	369	3	366
node_3324	node_3328	174	174	0
node_3328	node_3329	0	0	0
node_3329	MZ515905.1	258	257	1
node_3328	node_3330	1	1	0
node_3330	MK749893.1	369	3	366
node_3329	MK749886.1	3	3	0
node_3331	node_3332	17	17	0
node_3330	MK749917.1	7	7	0
node_3316	node_3331	258	258	0
node_3332	node_3333	162	152	10
node_3334	MK749867.1	4	4	0
node_3333	node_3334	0	0	0
node_3334	MK749911.1	11	11	0
node_3333	node_3335	0	0	0
node_3335	MN071214.1	303	299	4
node_3335	MK749890.1	12	12	0
node_3336	node_3337	21	17	4
node_3332	node_3336	1	1	0
node_3337	MH760619.1	0	0	0
node_3337	MH760618.1	0	0	0
node_3336	node_3338	9	9	0
node_3338	MW160773.1	301	301	0
node_3338	MH760637.1	58	58	0
node_3331	node_3339	33	33	0
node_3340	node_3341	0	0	0
node_3339	node_3340	10	10	0
node_3341	MH760639.1	3	3	0
node_3340	node_3342	0	0	0
node_3341	MH760626.1	1	1	0
node_3342	MH760615.1	3	3	0
node_3343	node_3344	1	1	0
node_3339	node_3343	0	0	0
node_3342	MH760628.1	18	18	0
node_3344	MH760624.1	12	11	1
node_3344	MW160803.1	263	263	0
node_3343	node_3345	24	22	2
node_3315	node_3346	29	29	0
node_3345	MH760611.1	6	6	0
node_3345	MH760590.1	4	4	0
node_3346	node_3347	7	7	0
node_3347	node_3348	25	25	0
node_3348	node_3349	3	3	0
node_3350	MW160795.1	9	9	0
node_3349	node_3350	41	41	0
node_3350	MW160801.1	385	16	369
node_3349	node_3351	31	31	0
node_3351	MH760625.1	256	256	0
node_3351	MW160759.1	373	7	366
node_3348	node_3352	8	8	0
node_3352	node_3353	1	1	0
node_3353	MN630100.1	61	61	0
node_3354	KU950685.1	6	6	0
node_3353	KU950459.1	95	95	0
node_3352	node_3354	11	11	0
node_3354	KU950583.1	3	3	0
node_3347	node_3355	6	6	0
node_3355	node_3356	105	9	96
node_3356	node_3357	14	14	0
node_3357	MN630102.1	253	251	2
node_3357	MW033958.1	60	60	0
node_3356	node_3358	43	36	7
node_3358	LC530050.1	0	0	0
node_3358	MG793382.1	0	0	0
node_3355	node_3359	220	220	0
node_3359	node_3360	0	0	0
node_3360	MH383066.1	314	310	4
node_3360	MH760640.1	72	69	3
node_3359	node_3361	0	0	0
node_3361	MH760645.1	69	69	0
node_3361	KU950560.1	89	89	0
node_3346	node_3362	29	29	0
node_3362	node_3363	0	0	0
node_3364	node_3365	17	17	0
node_3363	node_3364	22	22	0
node_3365	MZ516108.1	20	20	0
node_3365	MZ515939.1	42	36	6
node_3364	node_3366	0	0	0
node_3366	MH447958.1	94	94	0
node_3363	node_3367	38	38	0
node_3367	node_3368	2	2	0
node_3362	node_3370	2	2	0
node_3368	MW160830.1	434	68	366
node_3366	MZ515852.1	115	113	2
node_3367	node_3369	3	3	0
node_3371	node_3372	0	0	0
node_3370	node_3371	98	92	6
node_3369	MH760610.1	359	359	0
node_3369	LC699634.1	61	61	0
node_3372	MW160761.1	26	26	0
node_3371	node_3373	0	0	0
node_3372	MW160767.1	27	24	3
node_3368	MZ515566.1	39	39	0
node_3373	MW160772.1	25	25	0
node_3373	KU950486.1	82	76	6
node_3370	node_3374	96	96	0
node_3374	node_3376	2	2	0
node_3375	KX894807.1	203	203	0
node_3375	MZ515741.1	475	426	49
node_3252	node_3377	201	173	28
node_3374	node_3375	0	0	0
node_3376	MZ515821.1	10	10	0
node_3377	node_3378	1	1	0
node_3376	MZ515709.1	2	2	0
node_3380	node_3381	2	2	0
node_3378	node_3379	421	75	346
node_3381	node_3382	1	1	0
node_3382	node_3383	0	0	0
node_3381	node_3384	0	0	0
node_3382	MZ515720.1	2	2	0
node_3379	node_3380	90	90	0
node_3383	MZ516080.1	9	9	0
node_3383	MZ516103.1	12	10	2
node_3384	node_3385	0	0	0
node_3385	MZ516132.1	3	3	0
node_3384	node_3386	3	3	0
node_3385	MZ515580.1	5	5	0
node_3386	MZ516038.1	371	5	366
node_3380	node_3387	3	3	0
node_3387	node_3388	0	0	0
node_3386	MZ515877.1	6	6	0
node_3389	MZ515898.1	3	3	0
node_3388	node_3389	0	0	0
node_3388	node_3390	0	0	0
node_3389	MZ516099.1	660	625	35
node_3391	node_3392	0	0	0
node_3392	MZ515696.1	6	6	0
node_3390	MZ515701.1	2	2	0
node_3390	MZ515801.1	5	5	0
node_3393	MZ515651.1	4	4	0
node_3387	node_3391	0	0	0
node_3392	MZ515859.1	4	4	0
node_3391	node_3393	0	0	0
node_3393	MZ515766.1	2	2	0
node_3379	node_3394	44	44	0
node_3394	node_3395	26	26	0
node_3395	node_3396	56	56	0
node_3396	node_3397	95	95	0
node_3397	MZ516088.1	21	21	0
node_3397	MZ515901.1	42	42	0
node_3395	node_3399	12	11	1
node_3398	MK749913.1	7	7	0
node_3396	node_3398	126	126	0
node_3398	MK749912.1	18	18	0
node_3399	node_3400	0	0	0
node_3401	KX765917.1	5	5	0
node_3399	node_3401	0	0	0
node_3400	MH760589.1	302	296	6
node_3400	KX765902.1	14	13	1
node_3401	MH760651.1	309	304	5
node_3394	node_3402	47	47	0
node_3402	node_3403	0	0	0
node_3403	node_3404	79	79	0
node_3404	MH447959.1	62	62	0
node_3404	MH760650.1	296	288	8
node_3403	node_3405	84	40	44
node_3405	MZ515705.1	1527	1471	56
node_3402	node_3406	132	3	129
node_3406	node_3407	35	35	0
node_3405	MZ515840.1	4	4	0
node_3407	MZ516087.1	5	5	0
node_3406	node_3408	388	126	262
node_3407	MZ515983.1	2142	1226	916
node_3378	node_3409	29	28	1
node_3408	MZ515654.1	3292	3061	231
node_3408	MW160822.1	578	212	366
node_3409	node_3410	0	0	0
node_3410	node_3411	70	23	47
node_3411	node_3412	15	15	0
node_3412	KX765915.1	388	21	367
node_3412	node_3413	12	10	2
node_3413	MH279547.1	128	128	0
node_3413	MH828498.1	63	63	0
node_3411	node_3414	0	0	0
node_3414	node_3415	47	45	2
node_3415	MH828500.1	12	8	4
node_3415	MH828499.1	33	33	0
node_3414	node_3416	6	6	0
node_3416	KU950677.1	15	11	4
node_3410	node_3417	122	37	85
node_3417	node_3418	2	2	0
node_3416	MH760623.1	331	327	4
node_3418	node_3419	0	0	0
node_3419	KU950594.1	128	128	0
node_3419	MH828497.1	140	139	1
node_3420	KU950670.1	32	32	0
node_3421	node_3422	0	0	0
node_3418	node_3420	0	0	0
node_3420	KU950628.1	38	34	4
node_3417	node_3421	5	1	4
node_3422	KJ672437.1	48	48	0
node_3422	LC474558.1	53	50	3
node_3421	node_3423	194	191	3
node_3423	MG813987.1	30	30	0
node_3423	MG813986.1	0	0	0
node_3409	node_3424	0	0	0
node_3424	node_3425	61	1	60
node_3425	node_3426	50	50	0
node_3426	node_3427	3	3	0
node_3427	MN071211.1	531	162	369
node_3427	KM042391.1	44	44	0
node_3426	node_3428	0	0	0
node_3428	KU950636.1	50	50	0
node_3429	node_3430	0	0	0
node_3425	node_3429	40	40	0
node_3428	KJ672457.1	41	40	1
node_3431	KU950537.1	1184	0	1184
node_3431	KU950686.1	0	0	0
node_3432	node_3433	32	32	0
node_3430	KU950581.1	59	59	0
node_3429	node_3431	17	6	11
node_3424	node_3432	0	0	0
node_3430	KU950506.1	36	32	4
node_3433	node_3434	0	0	0
node_3434	KU950585.1	8	8	0
node_3434	KU950499.1	178	175	3
node_3433	node_3435	0	0	0
node_3435	KU950520.1	51	51	0
node_3435	KU950643.1	71	70	1
node_3436	node_3437	55	51	4
node_3437	KY883567.1	58	58	0
node_3432	node_3436	11	10	1
node_3438	KY654514.1	71	71	0
node_3437	KY883566.2	1	1	0
node_3436	node_3438	25	25	0
node_3438	MN630101.1	438	438	0
node_3377	node_3439	2	2	0
node_3440	node_3441	2	2	0
node_3439	node_3440	50	50	0
node_3443	node_3444	0	0	0
node_3443	MG813990.1	0	0	0
node_3444	MG813988.1	7	7	0
node_3442	node_3443	307	177	130
node_3441	node_3442	15	15	0
node_3444	MG813991.1	0	0	0
node_3442	node_3445	16	16	0
node_3445	node_3446	0	0	0
node_3446	MN536994.1	413	413	0
node_3446	KU950502.1	18	18	0
node_3447	LC474557.1	64	63	1
node_3447	KJ627264.1	46	46	0
node_3445	node_3447	1	1	0
node_3441	node_3448	70	70	0
node_3448	node_3449	53	53	0
node_3449	node_3450	2	2	0
